DATE,precip,temp_max,temp_min
2012-11-14,0.0,42.0,25.0
2010-03-23,0.0,53.0,26.0
2017-06-19,0.0,69.0,45.0
2021-12-19,0.0,14.0,4.0
2018-02-11,0.05,19.0,-16.0
2009-01-06,0.0,17.0,2.0
2017-01-31,0.0,24.0,9.0
2011-08-02,0.0,74.0,49.0
2009-08-28,0.0,82.0,44.0
2018-12-11,0.0,40.0,17.0
2009-12-20,0.07,23.0,8.0
2022-08-06,0.0,78.0,44.0
2014-02-22,0.02,10.0,0.0
2019-07-24,0.05,74.0,56.0
2016-04-25,0.03,42.0,34.0
2013-03-08,0.0,33.0,10.0
2021-06-18,0.0,76.0,43.0
2020-06-19,0.0,69.0,43.0
2016-08-14,0.14,76.0,50.0
2021-01-17,0.0,43.0,26.0
2021-07-03,0.0,78.0,58.0
2023-04-03,0.0,34.0,21.0
2017-10-20,0.01,49.0,32.0
2010-04-30,0.0,53.0,33.0
2019-08-04,0.02,76.0,50.0
2011-05-09,0.0,56.0,39.0
2011-10-02,0.0,56.0,30.0
2015-10-24,0.01,45.0,23.0
2012-10-15,0.0,66.0,45.0
2017-05-31,0.0,83.0,49.0
2022-09-20,0.0,57.0,33.0
2014-06-08,0.0,71.0,39.0
2012-09-24,0.0,77.0,44.0
2018-11-20,0.0,56.0,29.0
2010-05-16,0.0,76.0,40.0
2012-11-18,0.0,44.0,31.0
2017-04-04,0.0,53.0,18.0
2009-01-17,0.0,49.0,18.0
2017-11-15,0.0,22.0,14.0
2015-02-13,0.0,58.0,33.0
2012-05-06,0.0,57.0,34.0
2012-01-18,0.0,-9.0,-27.0
2021-07-13,0.0,81.0,53.0
2019-07-29,0.01,74.0,47.0
2018-03-19,0.01,42.0,18.0
2022-08-23,0.04,64.0,58.0
2018-04-15,0.0,47.0,27.0
2010-03-03,0.0,48.0,30.0
2015-05-06,0.0,48.0,33.0
2022-02-15,0.11,29.0,19.0
2017-09-30,0.03,60.0,38.0
2015-06-05,0.0,71.0,43.0
2014-01-27,0.0,18.0,6.0
2020-10-12,0.07,42.0,32.0
2016-11-09,0.02,70.0,36.0
2017-12-08,0.06,58.0,22.0
2023-04-02,0.0,39.0,28.0
2012-01-07,0.0,38.0,20.0
2013-10-22,0.0,60.0,34.0
2013-10-31,0.0,53.0,33.0
2022-10-09,0.0,69.0,39.0
2020-08-16,0.0,88.0,48.0
2009-05-29,0.0,80.0,40.0
2022-03-03,0.14,20.0,15.0
2009-07-06,0.78,65.0,52.0
2010-09-04,0.33,68.0,46.0
2010-10-02,0.0,80.0,39.0
2023-03-26,0.0,32.0,23.0
2014-06-28,0.0,68.0,54.0
2011-12-04,0.01,23.0,11.0
2013-11-09,0.0,42.0,16.0
2022-11-12,0.0,31.0,7.0
2021-04-12,0.0,40.0,22.0
2017-02-23,0.01,28.0,17.0
2021-05-24,0.37,51.0,34.0
2013-06-10,0.0,62.0,40.0
2009-11-20,0.0,53.0,21.0
2017-08-07,0.01,78.0,47.0
2019-06-23,0.13,64.0,50.0
2015-09-29,0.0,67.0,37.0
2010-09-11,0.07,57.0,40.0
2020-01-01,0.0,36.0,22.0
2016-02-26,0.0,62.0,29.0
2021-01-07,0.0,39.0,14.0
2017-12-14,0.0,42.0,19.0
2020-08-26,0.0,76.0,44.0
2014-03-22,0.02,14.0,4.0
2023-02-13,0.0,46.0,27.0
2011-01-22,0.0,42.0,30.0
2010-05-28,0.15,42.0,32.0
2020-10-28,0.12,40.0,32.0
2009-01-24,0.0,-5.0,-15.0
2018-01-22,0.03,39.0,19.0
2020-07-16,0.0,81.0,53.0
2022-05-13,0.0,57.0,28.0
2012-03-02,0.0,37.0,8.0
2021-05-10,0.0,56.0,26.0
2011-01-11,0.0,3.0,-12.0
2013-08-25,0.0,79.0,51.0
2013-07-28,0.02,63.0,46.0
2016-05-22,0.63,42.0,33.0
2014-06-29,0.15,60.0,51.0
2021-06-05,0.18,62.0,47.0
2011-02-19,0.0,7.0,-12.0
2016-05-06,0.0,68.0,35.0
2016-11-16,0.0,33.0,24.0
2009-08-10,0.0,78.0,51.0
2011-05-04,0.0,62.0,31.0
2015-12-13,0.01,26.0,19.0
2012-11-02,0.0,32.0,28.0
2016-04-05,0.0,57.0,35.0
2010-02-06,0.0,15.0,1.0
2009-06-12,0.27,72.0,47.0
2010-06-21,0.0,72.0,45.0
2017-02-15,0.0,60.0,27.0
